Customer,Quote Time,Product,Quoted Price,Market At Quote,Inventory State,Capacity State,Competitor,Outcome,Mins To Decide,Final Gallons
C008,2025-06-04 16:33:00,ULSD,2.4297,2.4321,balanced,tight,competitor_undercut,accept,144.0,5339.8
C002,2025-06-05 07:43:00,ULSD,2.6147,2.52,long,balanced,sole_supplier,accept,176.8,5523.4
C003,2025-06-05 10:13:00,ULSD,2.5625,2.5378,long,tight,competitor_undercut,reject,123.5,
C013,2025-06-05 10:20:00,ULSD,2.5124,2.5059,long,balanced,none,accept,202.4,4880.2
C013,2025-06-05 10:54:00,ULSHO,2.4431,2.3939,long,balanced,competitor_undercut,reject,5.5,
C011,2025-06-05 11:33:00,ULSD,2.6215,2.52,balanced,open,none,reject,119.7,
C022,2025-06-05 12:49:00,RBOB,2.278,2.2747,balanced,open,competitor_matched,accept,52.3,2777.0
C022,2025-06-05 16:52:00,RBOB,2.3845,2.2747,balanced,balanced,competitor_undercut,reject,4.6,
C006,2025-06-06 09:46:00,RBOB,2.2351,2.2596,long,balanced,competitor_undercut,accept,146.2,8349.5
C013,2025-06-06 12:46:00,ULSHO,2.3994,2.405,short,tight,none,accept,74.2,3949.7
C013,2025-06-06 15:22:00,ULSHO,2.4747,2.405,balanced,tight,sole_supplier,reject,3.0,
C016,2025-06-06 15:23:00,ULSD,2.5375,2.547,long,tight,none,accept,141.2,8107.3
C001,2025-06-07 08:10:00,ULSD,2.5307,2.5429,long,tight,competitor_undercut,accept,168.4,6439.6
C008,2025-06-07 08:15:00,ULSD,2.6579,2.5629,long,tight,none,reject,91.5,
C006,2025-06-07 08:27:00,RBOB,2.3651,2.2819,long,open,competitor_matched,reject,131.5,
C012,2025-06-07 10:20:00,ULSHO,2.5019,2.4199,balanced,open,none,reject,196.1,
C024,2025-06-07 11:43:00,ULSD,2.5364,2.5429,balanced,open,sole_supplier,accept,117.7,4797.3
C010,2025-06-07 11:53:00,ULSHO,2.4122,2.4199,balanced,open,competitor_matched,accept,183.1,4825.0
C024,2025-06-07 13:37:00,ULSD,2.5318,2.5429,balanced,balanced,sole_supplier,no_response,1057.6,
C016,2025-06-07 14:31:00,RBOB,2.355,2.2688,balanced,open,competitor_matched,reject,87.0,
C009,2025-06-07 14:58:00,ULSHO,2.4122,2.4425,balanced,balanced,competitor_undercut,accept,64.6,4143.5
C006,2025-06-07 15:50:00,RBOB,2.3314,2.2819,balanced,tight,competitor_undercut,reject,139.1,
C002,2025-06-08 08:14:00,ULSD,2.6268,2.5433,balanced,balanced,sole_supplier,reject,87.7,
C013,2025-06-08 08:34:00,ULSD,2.5176,2.5387,balanced,tight,competitor_undercut,accept,116.3,7035.4
C024,2025-06-08 11:55:00,ULSD,2.5275,2.5387,balanced,open,competitor_undercut,accept,207.4,7108.2
C008,2025-06-08 13:17:00,ULSD,2.5176,2.5433,balanced,balanced,none,accept,47.6,6201.7
C011,2025-06-08 14:11:00,ULSD,2.6268,2.5433,balanced,balanced,competitor_undercut,reject,103.3,
C024,2025-06-08 15:22:00,ULSD,2.616,2.5387,long,open,competitor_undercut,reject,194.6,
C002,2025-06-09 08:58:00,ULSD,2.5018,2.5045,short,balanced,sole_supplier,no_response,2042.1,
C003,2025-06-09 10:33:00,ULSD,2.4922,2.5177,long,balanced,none,accept,151.6,7705.1
C002,2025-06-09 10:41:00,ULSD,2.5874,2.5045,short,balanced,sole_supplier,accept,90.1,5339.8
C009,2025-06-09 10:42:00,ULSHO,2.4723,2.3927,short,balanced,sole_supplier,reject,65.6,
C003,2025-06-09 10:44:00,ULSD,2.5333,2.5177,long,balanced,competitor_matched,reject,3.0,
C012,2025-06-09 11:03:00,ULSHO,2.4441,2.3734,short,open,competitor_undercut,reject,196.3,
C023,2025-06-09 14:33:00,RBOB,2.3729,2.2655,long,balanced,none,reject,155.6,
C012,2025-06-09 15:10:00,ULSHO,2.4439,2.3734,balanced,tight,competitor_matched,reject,65.1,
C004,2025-06-09 15:20:00,ULSD,2.4822,2.5045,short,open,none,accept,154.2,7237.2
C013,2025-06-09 15:44:00,ULSHO,2.4833,2.3734,long,balanced,competitor_matched,reject,106.6,
C021,2025-06-10 07:37:00,RBOB,2.2392,2.2095,balanced,tight,none,no_response,914.4,
C004,2025-06-10 08:32:00,ULSD,2.4468,2.4721,balanced,tight,sole_supplier,accept,69.9,6791.2
C016,2025-06-10 09:25:00,ULSD,2.5142,2.4597,short,open,competitor_matched,reject,153.4,
C010,2025-06-10 11:32:00,ULSD,2.4651,2.4597,long,tight,competitor_undercut,no_response,633.3,
C024,2025-06-10 12:47:00,ULSD,2.5315,2.4597,balanced,balanced,sole_supplier,reject,209.2,
C024,2025-06-10 13:48:00,ULSD,2.4456,2.4597,short,balanced,competitor_matched,accept,92.2,6588.3
C006,2025-06-10 15:17:00,RBOB,2.2053,2.218,balanced,balanced,competitor_undercut,accept,176.3,9541.0
C003,2025-06-10 15:59:00,ULSD,2.5655,2.485,short,open,competitor_undercut,reject,87.6,
C013,2025-06-10 16:56:00,ULSD,2.4456,2.4597,long,tight,none,accept,59.8,7366.4
C002,2025-06-11 08:00:00,ULSD,2.4128,2.4328,balanced,tight,competitor_undercut,accept,149.0,6313.6
C024,2025-06-11 11:38:00,ULSD,2.4128,2.4234,balanced,tight,sole_supplier,accept,124.8,3872.3
C022,2025-06-11 13:20:00,RBOB,2.2026,2.2158,balanced,tight,none,accept,107.0,3799.0
C006,2025-06-11 13:23:00,RBOB,2.2026,2.2339,short,tight,competitor_matched,no_response,1159.9,
C010,2025-06-11 15:06:00,ULSD,2.4128,2.4234,balanced,open,none,accept,118.3,8249.8
C007,2025-06-11 15:57:00,RBOB,2.2637,2.2339,balanced,open,competitor_matched,reject,84.7,
C021,2025-06-11 16:13:00,RBOB,2.2026,2.2158,short,tight,competitor_matched,accept,117.7,4805.5
C001,2025-06-12 11:16:00,RBOB,2.1846,2.1951,short,tight,sole_supplier,accept,125.7,6802.0
C013,2025-06-12 12:25:00,ULSD,2.4999,2.407,balanced,balanced,competitor_matched,no_response,2374.4,
C005,2025-06-12 13:30:00,ULSD,2.3928,2.4188,balanced,balanced,none,accept,79.3,9894.6
C010,2025-06-12 14:22:00,ULSHO,2.4382,2.358,long,balanced,competitor_undercut,reject,161.6,
C001,2025-06-12 16:22:00,ULSD,2.4987,2.407,balanced,balanced,none,accept,172.0,6419.9
C020,2025-06-13 08:19:00,ULSD,2.4381,2.4087,balanced,tight,competitor_undercut,accept,185.1,99520.8
C013,2025-06-13 10:58:00,ULSD,2.4995,2.4004,short,open,none,reject,116.1,
C010,2025-06-13 14:48:00,ULSHO,2.3466,2.3517,balanced,tight,competitor_undercut,accept,148.9,7424.7
C024,2025-06-13 15:27:00,ULSD,2.4887,2.4004,long,tight,competitor_undercut,reject,40.6,
C004,2025-06-13 16:28:00,ULSD,2.4379,2.4087,balanced,tight,sole_supplier,reject,25.6,
C024,2025-06-14 07:41:00,ULSD,2.399,2.4126,short,open,competitor_undercut,accept,122.1,5410.2
C022,2025-06-14 08:15:00,RBOB,2.1804,2.2034,balanced,balanced,none,accept,129.2,3289.6
C001,2025-06-14 08:35:00,RBOB,2.2336,2.2034,balanced,open,competitor_undercut,reject,10.7,
C004,2025-06-14 11:51:00,RBOB,2.1804,2.2069,short,balanced,competitor_matched,accept,119.2,7520.3
C004,2025-06-14 13:10:00,RBOB,2.1804,2.2069,balanced,open,none,accept,215.4,6152.2
C010,2025-06-14 15:45:00,ULSHO,2.3638,2.3088,long,tight,none,accept,153.8,6173.3
C024,2025-06-14 15:57:00,ULSD,2.399,2.4126,long,open,competitor_matched,accept,163.0,5455.5
C015,2025-06-15 07:14:00,ULSD,2.3859,2.4223,balanced,open,competitor_undercut,accept,69.5,9463.0
C023,2025-06-15 10:54:00,ULSD,2.4808,2.4223,short,balanced,competitor_undercut,no_response,1336.9,
C001,2025-06-15 13:01:00,ULSD,2.4086,2.3977,short,tight,none,accept,147.6,7220.8
C001,2025-06-15 14:01:00,ULSD,2.4653,2.3977,balanced,balanced,sole_supplier,reject,169.8,
C002,2025-06-15 16:32:00,ULSD,2.3836,2.4092,balanced,balanced,none,accept,146.6,7079.7
C011,2025-06-16 07:50:00,ULSD,2.4613,2.3946,long,open,competitor_matched,reject,84.9,
C023,2025-06-16 09:27:00,RBOB,2.2374,2.2545,long,open,sole_supplier,accept,55.1,5152.8
C006,2025-06-16 09:54:00,RBOB,2.2511,2.2397,short,open,none,accept,22.9,8419.0
C018,2025-06-16 11:24:00,RBOB,2.2701,2.2545,short,balanced,competitor_matched,accept,158.2,6192.4
C012,2025-06-16 12:06:00,ULSD,2.3995,2.3792,long,open,competitor_matched,no_response,1352.5,
C005,2025-06-16 16:39:00,ULSD,2.4324,2.3946,balanced,balanced,none,accept,157.9,5560.9
C023,2025-06-17 07:33:00,RBOB,2.2021,2.2405,balanced,balanced,competitor_undercut,accept,29.7,5236.5
C022,2025-06-17 07:39:00,RBOB,2.2489,2.2176,balanced,open,none,reject,114.8,
C003,2025-06-17 15:04:00,ULSD,2.4136,2.3701,balanced,balanced,competitor_undercut,accept,149.0,7760.7
C013,2025-06-18 07:30:00,ULSD,2.4079,2.3912,long,tight,none,no_response,1893.6,
C021,2025-06-18 07:56:00,RBOB,2.2862,2.2508,long,tight,competitor_undercut,reject,103.0,
C007,2025-06-18 09:31:00,RBOB,2.3288,2.2631,short,balanced,competitor_matched,no_response,1166.0,
C021,2025-06-18 09:57:00,RBOB,2.2362,2.2508,balanced,balanced,competitor_undercut,accept,122.1,5005.7
C005,2025-06-18 11:29:00,ULSD,2.4046,2.4032,short,balanced,none,accept,75.4,8259.4
C003,2025-06-18 14:47:00,ULSD,2.5027,2.4155,balanced,open,sole_supplier,no_response,1069.9,
C003,2025-06-19 07:20:00,RBOB,2.3522,2.259,balanced,balanced,none,reject,30.7,
C002,2025-06-19 08:46:00,ULSD,2.5009,2.4133,long,open,none,accept,111.1,5596.4
C012,2025-06-19 08:52:00,ULSD,2.4084,2.3983,balanced,balanced,none,no_response,2645.6,
C002,2025-06-19 12:06:00,ULSD,2.3916,2.4133,long,open,competitor_matched,accept,160.5,6131.8
C014,2025-06-19 13:57:00,RBOB,2.2196,2.2435,long,open,none,accept,151.4,16886.4
C023,2025-06-20 08:22:00,RBOB,2.27,2.2997,balanced,open,none,accept,85.5,5443.9
C002,2025-06-20 10:16:00,ULSD,2.5229,2.4836,balanced,balanced,competitor_undercut,accept,71.9,5466.2
C005,2025-06-20 12:05:00,ULSD,2.541,2.4836,balanced,open,competitor_matched,accept,245.0,8189.2
C006,2025-06-20 13:15:00,RBOB,2.2622,2.2908,long,tight,none,accept,111.1,9156.0
C021,2025-06-20 15:30:00,RBOB,2.2622,2.2751,short,balanced,competitor_undercut,no_response,2146.3,
C020,2025-06-20 16:33:00,ULSD,2.5243,2.4836,balanced,balanced,competitor_matched,reject,84.6,
C008,2025-06-20 16:34:00,ULSD,2.5259,2.4836,short,balanced,competitor_undercut,reject,151.5,
C001,2025-06-20 16:35:00,RBOB,2.2622,2.2751,balanced,tight,competitor_undercut,accept,54.3,7117.7
C022,2025-06-21 07:01:00,RBOB,2.2155,2.2349,long,balanced,competitor_matched,accept,160.4,3941.6
C014,2025-06-21 08:02:00,RBOB,2.2155,2.2423,short,tight,none,accept,79.8,12575.0
C012,2025-06-21 08:06:00,ULSHO,2.4645,2.3684,short,tight,sole_supplier,accept,183.9,6286.9
C005,2025-06-21 16:26:00,ULSD,2.4968,2.5129,short,balanced,competitor_undercut,accept,154.4,8293.8
C018,2025-06-22 08:14:00,RBOB,2.3159,2.2238,short,open,none,reject,3.5,
C024,2025-06-22 10:11:00,ULSD,2.5672,2.5432,long,tight,competitor_matched,reject,73.9,
C004,2025-06-22 10:49:00,ULSD,2.5311,2.5568,long,open,sole_supplier,reject,40.1,
C011,2025-06-22 13:56:00,ULSD,2.6533,2.5568,long,tight,competitor_matched,reject,50.8,
C023,2025-06-22 14:28:00,RBOB,2.2157,2.2238,short,tight,sole_supplier,reject,103.4,
C009,2025-06-22 15:51:00,ULSHO,2.3509,2.3551,long,tight,none,accept,151.8,6446.8
C005,2025-06-23 08:13:00,ULSD,2.5364,2.5382,short,tight,sole_supplier,no_response,2158.7,
C002,2025-06-23 11:01:00,ULSD,2.5156,2.5382,balanced,tight,competitor_matched,no_response,1239.5,
C002,2025-06-23 13:09:00,ULSD,2.5412,2.5382,short,balanced,competitor_matched,accept,98.7,5699.4
C007,2025-06-23 14:32:00,RBOB,2.1843,2.2105,short,tight,sole_supplier,accept,121.7,6006.0
C022,2025-06-23 16:14:00,RBOB,2.281,2.1986,balanced,tight,competitor_undercut,reject,132.9,
C004,2025-06-23 16:23:00,ULSD,2.5272,2.5382,balanced,balanced,competitor_matched,accept,133.0,8217.0
C007,2025-06-24 07:13:00,RBOB,2.2857,2.1774,balanced,balanced,sole_supplier,reject,86.7,
C015,2025-06-24 07:22:00,ULSD,2.6122,2.5712,short,tight,sole_supplier,reject,164.6,
C013,2025-06-24 08:07:00,ULSHO,2.2586,2.1987,balanced,tight,competitor_matched,reject,62.9,
C007,2025-06-24 15:15:00,ULSD,2.6498,2.5578,short,open,competitor_matched,reject,151.9,
C001,2025-06-24 15:17:00,ULSD,2.5543,2.5449,balanced,open,competitor_matched,accept,135.7,8049.9
C011,2025-06-25 08:14:00,ULSD,2.6903,2.6577,long,open,sole_supplier,reject,118.4,
C007,2025-06-25 09:39:00,RBOB,2.2069,2.2015,balanced,tight,none,accept,107.5,7954.1
C019,2025-06-25 10:22:00,ULSD,2.6406,2.6472,balanced,tight,competitor_matched,accept,74.0,19686.8
C004,2025-06-25 10:31:00,RBOB,2.1779,2.2015,short,open,none,accept,62.2,5707.1
C024,2025-06-25 10:56:00,ULSD,2.6585,2.6472,long,balanced,competitor_undercut,accept,193.7,5148.3
C013,2025-06-25 11:14:00,ULSD,2.6855,2.6472,short,tight,competitor_matched,reject,94.2,
C004,2025-06-25 12:31:00,RBOB,2.2044,2.2015,long,balanced,competitor_matched,no_response,886.7,
C002,2025-06-25 12:34:00,ULSD,2.6765,2.6577,long,open,competitor_undercut,accept,122.1,7107.0
C023,2025-06-25 15:33:00,ULSD,2.6474,2.6638,short,open,competitor_undercut,accept,124.5,3939.4
C006,2025-06-26 09:48:00,RBOB,2.2716,2.2116,balanced,tight,competitor_undercut,reject,136.2,
C005,2025-06-26 10:17:00,ULSD,2.6636,2.5981,balanced,open,none,reject,80.0,
C007,2025-06-26 12:12:00,RBOB,2.1884,2.2116,balanced,balanced,none,accept,153.6,8448.7
C021,2025-06-26 12:45:00,RBOB,2.1884,2.2033,balanced,balanced,sole_supplier,reject,3.0,
C004,2025-06-26 13:20:00,RBOB,2.2683,2.2116,long,balanced,sole_supplier,reject,74.0,
C010,2025-06-26 14:27:00,ULSD,2.6931,2.5993,long,open,none,reject,123.9,
C013,2025-06-26 16:08:00,ULSHO,2.1662,2.1742,balanced,open,competitor_undercut,reject,13.0,
C016,2025-06-27 09:37:00,RBOB,2.1625,2.1693,short,balanced,competitor_matched,accept,158.5,16854.1
C014,2025-06-27 10:31:00,RBOB,2.1549,2.18,balanced,balanced,sole_supplier,accept,190.1,12799.8
C013,2025-06-27 10:43:00,ULSHO,2.1899,2.202,balanced,balanced,none,accept,111.0,10002.2
C007,2025-06-27 12:41:00,ULSD,2.6567,2.6473,short,tight,competitor_undercut,reject,3.0,
C023,2025-06-27 13:30:00,ULSD,2.7063,2.6569,short,tight,sole_supplier,reject,242.0,
C023,2025-06-27 15:31:00,RBOB,2.2365,2.1937,balanced,tight,competitor_undercut,reject,34.5,
C002,2025-06-28 08:36:00,ULSD,2.7706,2.7106,long,tight,competitor_undercut,no_response,1894.2,
C021,2025-06-28 09:12:00,RBOB,2.286,2.1807,balanced,tight,competitor_matched,reject,50.5,
C006,2025-06-28 10:17:00,RBOB,2.1838,2.1818,balanced,balanced,sole_supplier,accept,70.5,7093.4
C022,2025-06-28 10:48:00,RBOB,2.245,2.1807,balanced,balanced,competitor_matched,no_response,1158.2,
C001,2025-06-28 13:56:00,RBOB,2.1628,2.1807,balanced,tight,competitor_undercut,no_response,1523.2,
C007,2025-06-28 15:01:00,ULSD,2.7299,2.7106,long,tight,sole_supplier,accept,152.4,6331.8
C017,2025-06-28 16:21:00,RBOB,2.1606,2.1807,short,tight,competitor_undercut,accept,188.0,11413.2
C014,2025-06-29 09:59:00,RBOB,2.2166,2.1666,long,tight,competitor_undercut,reject,205.7,
C023,2025-06-29 12:16:00,ULSD,2.8035,2.7393,short,tight,competitor_matched,reject,50.9,
C016,2025-06-29 12:32:00,RBOB,2.1625,2.1617,balanced,tight,competitor_matched,accept,113.2,10450.0
C002,2025-06-29 12:51:00,ULSD,2.7374,2.7273,balanced,balanced,none,reject,8.0,
C001,2025-06-29 13:53:00,RBOB,2.2233,2.1617,short,balanced,sole_supplier,reject,167.3,
C023,2025-06-29 16:38:00,RBOB,2.2822,2.1759,balanced,tight,sole_supplier,reject,107.3,
C004,2025-06-30 09:26:00,ULSD,2.7227,2.7454,balanced,balanced,none,accept,168.2,6655.3
C001,2025-06-30 09:26:00,RBOB,2.2444,2.2026,long,tight,competitor_matched,accept,84.2,7477.1
C004,2025-06-30 11:40:00,ULSD,2.7318,2.7454,long,balanced,none,accept,40.5,6925.3
C005,2025-06-30 12:54:00,ULSD,2.7549,2.7454,long,tight,sole_supplier,accept,10.6,7760.5
C013,2025-06-30 14:46:00,ULSHO,2.3325,2.24,short,tight,sole_supplier,reject,245.4,
C013,2025-06-30 15:06:00,ULSD,2.7849,2.7354,balanced,open,competitor_matched,reject,106.3,
C022,2025-06-30 16:04:00,RBOB,2.2961,2.2026,balanced,open,competitor_undercut,reject,91.3,
C022,2025-07-01 07:07:00,RBOB,2.1647,2.1619,short,open,sole_supplier,accept,80.9,2802.1
C006,2025-07-01 12:08:00,RBOB,2.1523,2.1764,balanced,tight,competitor_matched,accept,96.9,9323.3
C006,2025-07-01 12:26:00,RBOB,2.2301,2.1764,long,open,sole_supplier,reject,101.4,
C009,2025-07-01 13:00:00,ULSHO,2.2949,2.2685,long,tight,none,accept,149.5,5853.0
C013,2025-07-01 13:12:00,ULSD,2.7778,2.7859,long,balanced,competitor_undercut,accept,176.0,5191.2
C001,2025-07-01 13:47:00,RBOB,2.1673,2.1619,long,tight,competitor_undercut,reject,97.8,
C010,2025-07-02 07:28:00,ULSHO,2.3522,2.2968,long,tight,sole_supplier,reject,102.4,
C001,2025-07-02 07:45:00,RBOB,2.1875,2.1485,balanced,open,none,no_response,2217.0,
C023,2025-07-02 11:14:00,RBOB,2.1578,2.1719,long,balanced,competitor_matched,accept,96.1,4414.4
C005,2025-07-03 10:47:00,ULSD,2.8176,2.7845,long,balanced,none,reject,149.5,
C006,2025-07-03 12:46:00,RBOB,2.2949,2.2053,short,balanced,competitor_undercut,reject,46.4,
C020,2025-07-03 15:13:00,ULSD,2.7619,2.7845,short,balanced,none,accept,97.3,86883.9
C011,2025-07-03 16:46:00,ULSD,2.857,2.7845,long,tight,competitor_undercut,reject,78.2,
C002,2025-07-04 07:19:00,ULSD,2.7245,2.75,balanced,balanced,competitor_matched,no_response,1813.3,
C015,2025-07-04 09:07:00,RBOB,2.3169,2.3099,short,open,competitor_matched,reject,125.9,
C010,2025-07-04 10:38:00,ULSD,2.8035,2.7415,long,open,sole_supplier,reject,154.3,
C024,2025-07-04 12:33:00,ULSD,2.8053,2.7415,balanced,balanced,competitor_matched,reject,3.4,
C006,2025-07-04 12:43:00,RBOB,2.302,2.2979,balanced,open,competitor_matched,accept,103.7,7859.9
C024,2025-07-05 09:40:00,ULSD,2.6937,2.7064,short,balanced,sole_supplier,accept,129.8,5690.5
C021,2025-07-05 13:51:00,RBOB,2.3687,2.3726,balanced,open,none,accept,101.6,6228.0
C004,2025-07-05 13:55:00,RBOB,2.3917,2.3836,balanced,open,competitor_undercut,accept,51.6,7425.0
C006,2025-07-05 15:08:00,RBOB,2.422,2.3836,balanced,open,sole_supplier,accept,183.7,8379.4
C019,2025-07-06 08:55:00,ULSD,2.7546,2.6869,short,tight,none,reject,92.7,
C021,2025-07-06 09:09:00,RBOB,2.3566,2.3615,short,tight,competitor_undercut,no_response,2106.2,
C023,2025-07-06 09:17:00,RBOB,2.4299,2.3962,long,balanced,competitor_matched,reject,143.2,
C003,2025-07-06 11:16:00,RBOB,2.4469,2.3962,long,tight,sole_supplier,reject,162.2,
C013,2025-07-06 13:35:00,ULSHO,2.3333,2.2416,short,open,competitor_matched,reject,37.9,
C017,2025-07-06 13:40:00,RBOB,2.4076,2.3615,long,tight,competitor_matched,reject,144.5,
C002,2025-07-06 14:15:00,ULSD,2.7394,2.6996,short,open,competitor_matched,reject,103.1,
C023,2025-07-06 15:17:00,RBOB,2.4023,2.3962,long,tight,competitor_undercut,reject,121.9,
C004,2025-07-07 08:35:00,ULSD,2.7785,2.6846,balanced,open,competitor_undercut,reject,3.4,
C023,2025-07-07 09:50:00,RBOB,2.3635,2.4001,short,balanced,sole_supplier,accept,187.6,5470.0
C007,2025-07-07 09:55:00,ULSD,2.6595,2.6846,short,balanced,sole_supplier,accept,147.4,7742.7
C011,2025-07-07 11:25:00,ULSD,2.7557,2.6846,balanced,balanced,sole_supplier,reject,30.8,
C024,2025-07-07 12:47:00,ULSD,2.6595,2.676,balanced,balanced,none,accept,132.3,5426.7
C016,2025-07-07 13:00:00,RBOB,2.3844,2.3766,balanced,balanced,sole_supplier,reject,125.1,
C008,2025-07-07 14:56:00,ULSD,2.6595,2.6846,balanced,open,competitor_undercut,accept,181.7,5431.1
C007,2025-07-07 15:39:00,RBOB,2.3635,2.3853,short,tight,none,accept,169.7,7381.4
C003,2025-07-07 15:46:00,ULSD,2.7862,2.6946,long,open,competitor_undercut,reject,83.0,
C024,2025-07-07 15:55:00,ULSD,2.6598,2.676,long,balanced,competitor_undercut,no_response,2053.7,
C013,2025-07-08 09:12:00,ULSHO,2.3108,2.3172,short,balanced,competitor_matched,no_response,1964.6,
C003,2025-07-08 11:03:00,RBOB,2.5762,2.4742,balanced,open,none,reject,67.8,
C002,2025-07-08 12:52:00,ULSD,2.7402,2.6853,long,open,competitor_undercut,accept,60.0,5735.3
C022,2025-07-08 14:15:00,RBOB,2.5183,2.4518,balanced,balanced,sole_supplier,reject,97.7,
C003,2025-07-08 15:24:00,RBOB,2.5808,2.4742,balanced,balanced,none,reject,58.1,
C021,2025-07-09 09:24:00,RBOB,2.5077,2.4474,short,tight,competitor_undercut,reject,83.6,
C012,2025-07-09 11:27:00,ULSHO,2.2839,2.2875,balanced,tight,competitor_undercut,accept,80.0,7207.9
C005,2025-07-09 14:51:00,ULSD,2.7978,2.7067,balanced,tight,sole_supplier,reject,64.4,
C023,2025-07-10 07:34:00,ULSD,2.7246,2.6574,long,open,none,no_response,1598.7,
C013,2025-07-10 12:17:00,ULSD,2.6385,2.6388,short,tight,none,accept,128.6,6256.1
C021,2025-07-10 12:55:00,RBOB,2.388,2.3972,short,tight,competitor_matched,accept,104.5,4633.5
C019,2025-07-10 14:19:00,ULSD,2.6677,2.6388,balanced,tight,none,no_response,2065.5,
C022,2025-07-10 16:19:00,RBOB,2.388,2.3972,balanced,open,competitor_undercut,reject,101.7,
C002,2025-07-11 11:08:00,ULSD,2.7068,2.7297,balanced,open,competitor_matched,accept,142.1,5348.7
C023,2025-07-11 11:52:00,RBOB,2.4063,2.4465,long,open,competitor_undercut,accept,30.2,5275.6
C001,2025-07-11 12:00:00,RBOB,2.4063,2.4244,balanced,tight,competitor_matched,accept,68.0,5950.9
C022,2025-07-11 13:13:00,RBOB,2.4063,2.4244,long,open,competitor_undercut,accept,172.3,1967.4
C021,2025-07-11 14:54:00,RBOB,2.529,2.4244,balanced,balanced,competitor_matched,reject,3.0,
C017,2025-07-11 15:27:00,RBOB,2.4832,2.4244,balanced,tight,competitor_undercut,reject,102.2,
C006,2025-07-12 11:21:00,RBOB,2.5086,2.4598,balanced,balanced,sole_supplier,reject,51.0,
C020,2025-07-12 11:52:00,ULSD,2.8314,2.7877,balanced,open,sole_supplier,accept,156.8,95534.5
C012,2025-07-12 13:48:00,ULSD,2.7543,2.7679,short,open,none,no_response,909.1,
C023,2025-07-12 15:03:00,ULSD,2.7868,2.7875,balanced,open,sole_supplier,reject,45.8,
C024,2025-07-12 15:06:00,ULSD,2.7543,2.7679,balanced,open,none,no_response,552.5,
C023,2025-07-13 08:24:00,ULSD,2.8127,2.8234,long,open,competitor_undercut,reject,111.5,
C024,2025-07-13 10:03:00,ULSD,2.8696,2.8015,balanced,open,sole_supplier,reject,28.7,
C005,2025-07-13 10:11:00,ULSD,2.8881,2.8163,balanced,balanced,competitor_matched,no_response,1424.4,
C005,2025-07-13 10:27:00,ULSD,2.8085,2.8163,balanced,balanced,sole_supplier,accept,141.9,8988.8
C011,2025-07-13 11:28:00,ULSD,2.8323,2.8163,balanced,balanced,none,accept,105.5,6831.3
C013,2025-07-13 12:24:00,ULSD,2.89,2.8015,balanced,tight,competitor_undercut,no_response,1931.7,
C008,2025-07-13 12:31:00,ULSD,2.7876,2.8163,long,tight,none,accept,175.8,7531.9
C006,2025-07-13 12:34:00,RBOB,2.4216,2.4214,balanced,balanced,sole_supplier,accept,79.1,9260.1
C011,2025-07-13 13:08:00,ULSD,2.8869,2.8163,balanced,tight,competitor_matched,reject,106.7,
C006,2025-07-13 13:47:00,RBOB,2.4903,2.4214,balanced,tight,competitor_matched,accept,113.6,8107.5
C010,2025-07-13 14:32:00,ULSHO,2.2961,2.281,long,tight,sole_supplier,accept,211.4,4420.4
C004,2025-07-13 14:57:00,ULSD,2.7876,2.8163,balanced,open,none,no_response,1579.7,
C013,2025-07-13 15:53:00,ULSD,2.8145,2.8015,balanced,balanced,none,accept,188.1,5181.3
C008,2025-07-14 07:05:00,ULSD,2.8778,2.7918,balanced,balanced,competitor_undercut,no_response,1251.3,
C006,2025-07-14 08:19:00,RBOB,2.3645,2.3487,balanced,open,competitor_matched,accept,108.1,8160.8
C012,2025-07-14 09:03:00,ULSD,2.8518,2.7823,short,tight,none,reject,143.1,
C013,2025-07-14 09:29:00,ULSD,2.7712,2.7823,balanced,balanced,competitor_matched,accept,120.4,6010.7
C015,2025-07-14 09:48:00,ULSD,2.8785,2.8155,balanced,open,competitor_matched,reject,46.9,
C014,2025-07-14 11:30:00,RBOB,2.3496,2.3487,balanced,open,sole_supplier,reject,3.0,
C023,2025-07-14 13:10:00,ULSD,2.816,2.8155,balanced,tight,competitor_matched,accept,83.1,5236.2
C008,2025-07-14 13:39:00,ULSD,2.7712,2.7918,long,tight,competitor_undercut,accept,81.1,6435.0
C011,2025-07-14 13:40:00,ULSD,2.7712,2.7918,short,tight,sole_supplier,accept,82.6,7519.0
C021,2025-07-14 14:51:00,RBOB,2.3243,2.333,long,balanced,sole_supplier,reject,127.3,
C021,2025-07-14 15:09:00,RBOB,2.3243,2.333,balanced,tight,sole_supplier,accept,189.8,4606.7
C023,2025-07-14 15:44:00,RBOB,2.4065,2.3665,balanced,balanced,competitor_matched,reject,149.5,
C020,2025-07-15 08:01:00,ULSD,2.8254,2.7816,balanced,open,none,reject,142.1,
C009,2025-07-15 08:53:00,ULSHO,2.3833,2.2791,long,open,competitor_undercut,reject,129.6,
C008,2025-07-15 10:24:00,ULSD,2.7996,2.7816,balanced,balanced,sole_supplier,accept,196.7,4911.5
C016,2025-07-15 13:17:00,ULSD,2.7585,2.7745,balanced,open,competitor_undercut,accept,95.4,18569.9
C024,2025-07-15 16:27:00,ULSD,2.768,2.7745,long,balanced,competitor_matched,no_response,1122.4,
C001,2025-07-16 07:56:00,RBOB,2.4136,2.3258,balanced,tight,competitor_undercut,reject,44.1,
